                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    314,                0.84629,                0.37735,                 1.0283,                0.98638,                0.96719,                0.98579,                0.71274,                 1.0937,                0.34976,                 1.1738,              0.0038026,              0.0038026,              0.0038026
                    315,                0.84648,                0.37704,                 1.0321,                0.98733,                 0.9665,                0.98577,                0.71271,                 1.0942,                0.34971,                 1.1741,              0.0037828,              0.0037828,              0.0037828
                    316,                0.84578,                0.37685,                 1.0338,                0.98733,                0.96637,                0.98574,                0.71282,                 1.0943,                0.34858,                 1.1741,               0.003763,               0.003763,               0.003763
                    317,                0.84158,                0.37385,                 1.0278,                0.98733,                 0.9665,                0.98585,                0.71312,                 1.0949,                0.34801,                 1.1744,              0.0037432,              0.0037432,              0.0037432
                    318,                0.83809,                0.37069,                  1.027,                0.98733,                0.96647,                0.98569,                0.71288,                 1.0953,                0.34913,                 1.1748,              0.0037234,              0.0037234,              0.0037234
                    319,                0.84168,                 0.3778,                 1.0294,                0.98736,                0.96906,                0.98614,                0.71286,                 1.0951,                0.34899,                  1.175,              0.0037036,              0.0037036,              0.0037036
                    320,                  0.842,                0.37258,                 1.0267,                 0.9883,                0.96697,                0.98621,                 0.7122,                 1.0951,                0.34916,                 1.1749,              0.0036838,              0.0036838,              0.0036838
                    321,                0.83874,                0.37272,                 1.0252,                0.98707,                0.96947,                0.98621,                0.71112,                 1.0951,                0.34878,                 1.1751,               0.003664,               0.003664,               0.003664
                    322,                0.83733,                 0.3732,                 1.0303,                0.98736,                0.96935,                0.98646,                0.71173,                  1.095,                0.34826,                 1.1755,              0.0036442,              0.0036442,              0.0036442
                    323,                0.84467,                0.37405,                 1.0322,                0.98736,                0.96869,                0.98646,                 0.7118,                 1.0954,                0.34968,                 1.1758,              0.0036244,              0.0036244,              0.0036244
                    324,                0.83875,                0.37514,                 1.0304,                0.98735,                 0.9685,                0.98651,                0.71237,                 1.0953,                0.34999,                  1.176,              0.0036046,              0.0036046,              0.0036046
                    325,                0.83864,                0.37453,                 1.0268,                0.98721,                0.96947,                0.98658,                0.71268,                 1.0954,                0.34976,                 1.1762,              0.0035848,              0.0035848,              0.0035848
                    326,                0.83921,                0.37552,                 1.0277,                 0.9864,                0.96887,                0.98662,                0.71283,                 1.0954,                0.35005,                 1.1761,               0.003565,               0.003565,               0.003565
                    327,                0.83916,                0.37315,                 1.0271,                0.98709,                0.96851,                0.98664,                0.71256,                 1.0954,                0.35083,                 1.1764,              0.0035452,              0.0035452,              0.0035452
                    328,                0.83613,                0.37167,                  1.029,                0.98734,                0.96749,                 0.9864,                0.71235,                 1.0954,                0.35032,                 1.1763,              0.0035254,              0.0035254,              0.0035254
                    329,                0.83644,                0.37226,                 1.0302,                0.98734,                0.96729,                0.98644,                0.71321,                 1.0952,                0.35053,                 1.1761,              0.0035056,              0.0035056,              0.0035056
                    330,                0.83301,                0.37135,                 1.0236,                0.98823,                0.96565,                0.98649,                0.71319,                 1.0953,                0.35016,                 1.1762,              0.0034858,              0.0034858,              0.0034858
                    331,                0.83188,                0.37056,                 1.0243,                0.98807,                0.96565,                0.98643,                0.71308,                 1.0955,                0.35064,                 1.1762,               0.003466,               0.003466,               0.003466
                    332,                 0.8323,                0.37231,                 1.0225,                0.98811,                0.96565,                0.98643,                0.71346,                 1.0954,                0.35107,                 1.1761,              0.0034462,              0.0034462,              0.0034462
                    333,                0.83381,                0.37209,                 1.0249,                0.98834,                0.96565,                0.98644,                0.71247,                 1.0959,                0.35092,                 1.1766,              0.0034264,              0.0034264,              0.0034264
                    334,                0.83059,                0.36844,                 1.0242,                0.98809,                0.96565,                0.98648,                0.71331,                 1.0961,                0.35081,                 1.1769,              0.0034066,              0.0034066,              0.0034066
                    335,                 0.8291,                0.36762,                 1.0206,                0.98802,                0.96565,                0.98647,                0.71353,                 1.0965,                0.35182,                 1.1769,              0.0033868,              0.0033868,              0.0033868
                    336,                0.83262,                0.37148,                 1.0227,                0.98803,                0.96565,                0.98648,                0.71267,                 1.0969,                0.35214,                 1.1769,               0.003367,               0.003367,               0.003367
                    337,                 0.8297,                0.36906,                 1.0204,                0.98801,                0.96565,                0.98644,                 0.7132,                 1.0975,                0.35204,                 1.1769,              0.0033472,              0.0033472,              0.0033472
                    338,                0.82686,                0.36799,                 1.0197,                0.98795,                0.96565,                0.98649,                0.71321,                 1.0977,                0.35181,                 1.1772,              0.0033274,              0.0033274,              0.0033274
                    339,                0.82841,                0.36901,                 1.0209,                0.98794,                0.96565,                0.98653,                0.71252,                 1.0983,                0.35177,                 1.1774,              0.0033076,              0.0033076,              0.0033076
                    340,                0.82645,                0.36691,                 1.0196,                0.98793,                0.96565,                0.98696,                0.71315,                 1.0986,                0.35235,                 1.1776,              0.0032878,              0.0032878,              0.0032878
                    341,                0.82517,                0.36735,                 1.0178,                0.98794,                0.96565,                0.98698,                 0.7127,                 1.0982,                0.35252,                 1.1774,               0.003268,               0.003268,               0.003268
                    342,                0.82157,                0.36441,                 1.0194,                0.98794,                0.96565,                0.98729,                0.71221,                 1.0986,                0.35202,                 1.1776,              0.0032482,              0.0032482,              0.0032482
                    343,                0.82019,                0.36573,                   1.02,                0.98798,                0.96565,                0.98732,                 0.7123,                 1.0993,                0.35253,                 1.1779,              0.0032284,              0.0032284,              0.0032284
                    344,                0.82338,                0.36655,                 1.0219,                0.98796,                0.96565,                0.98735,                0.71232,                 1.0993,                0.35244,                  1.178,              0.0032086,              0.0032086,              0.0032086
                    345,                0.81727,                0.36122,                 1.0193,                0.98796,                0.96565,                0.98736,                0.71262,                 1.0993,                0.35318,                 1.1781,              0.0031888,              0.0031888,              0.0031888
                    346,                0.82196,                0.36559,                 1.0169,                0.98794,                0.96565,                0.98735,                0.71324,                 1.0995,                 0.3534,                 1.1782,               0.003169,               0.003169,               0.003169
                    347,                0.81408,                0.36316,                  1.015,                0.98827,                0.96565,                0.98735,                0.71336,                 1.0996,                0.35361,                 1.1781,              0.0031492,              0.0031492,              0.0031492
                    348,                0.81771,                0.36338,                 1.0155,                0.98826,                0.96565,                0.98667,                0.71138,                 1.0998,                0.35285,                 1.1782,              0.0031294,              0.0031294,              0.0031294
                    349,                0.81504,                 0.3649,                  1.012,                 0.9907,                0.96565,                 0.9867,                 0.7124,                 1.0995,                0.35323,                 1.1781,              0.0031096,              0.0031096,              0.0031096
                    350,                0.82132,                0.36365,                 1.0144,                0.99059,                0.96565,                 0.9868,                0.71266,                 1.0998,                0.35316,                 1.1782,              0.0030898,              0.0030898,              0.0030898
                    351,                0.80877,                0.36091,                 1.0117,                0.98841,                0.96565,                 0.9868,                 0.7117,                 1.1003,                 0.3538,                 1.1786,                0.00307,                0.00307,                0.00307
                    352,                0.81722,                0.36236,                 1.0155,                 0.9902,                0.96565,                0.98682,                0.71278,                 1.1004,                0.35411,                 1.1788,              0.0030502,              0.0030502,              0.0030502
                    353,                0.81336,                0.36333,                 1.0149,                0.99026,                0.96565,                0.98682,                0.71279,                 1.1009,                0.35442,                 1.1792,              0.0030304,              0.0030304,              0.0030304
                    354,                0.81303,                0.35784,                 1.0127,                0.99026,                0.96565,                0.98684,                0.71259,                 1.1009,                0.35489,                 1.1797,              0.0030106,              0.0030106,              0.0030106
                    355,                0.81441,                 0.3607,                 1.0156,                0.99019,                0.96565,                0.98686,                0.71263,                  1.101,                0.35462,                 1.1803,              0.0029908,              0.0029908,              0.0029908
                    356,                0.81233,                0.36065,                 1.0154,                0.99044,                0.96565,                0.98665,                0.71199,                 1.1021,                0.35416,                 1.1817,               0.002971,               0.002971,               0.002971
                    357,                0.81226,                0.36164,                 1.0169,                0.99197,                0.96565,                0.98661,                0.71176,                 1.1021,                0.35424,                 1.1821,              0.0029512,              0.0029512,              0.0029512
                    358,                0.81238,                0.36039,                 1.0169,                0.99117,                0.96446,                0.98577,                0.71147,                 1.1025,                0.35474,                 1.1826,              0.0029314,              0.0029314,              0.0029314
                    359,                0.81198,                0.35896,                  1.016,                0.99131,                0.96374,                0.98593,                0.71201,                 1.1022,                0.35413,                 1.1827,              0.0029116,              0.0029116,              0.0029116
                    360,                0.80914,                0.35866,                 1.0152,                0.99312,                0.96442,                0.98668,                0.71195,                 1.1023,                0.35394,                 1.1832,              0.0028918,              0.0028918,              0.0028918
                    361,                0.80594,                0.35892,                 1.0142,                0.99122,                0.96279,                0.98566,                0.71082,                 1.1024,                0.35468,                 1.1834,               0.002872,               0.002872,               0.002872
                    362,                0.80742,                0.35779,                 1.0129,                0.99117,                0.96449,                0.98606,                0.71091,                 1.1028,                0.35446,                 1.1835,              0.0028522,              0.0028522,              0.0028522
                    363,                0.80884,                0.35725,                 1.0122,                0.98952,                0.96469,                0.98624,                0.71198,                 1.1033,                0.35431,                 1.1837,              0.0028324,              0.0028324,              0.0028324
                    364,                0.80021,                0.35392,                 1.0075,                0.98957,                0.96469,                0.98616,                0.71258,                 1.1031,                0.35389,                 1.1839,              0.0028126,              0.0028126,              0.0028126
                    365,                0.80376,                 0.3549,                 1.0098,                0.98924,                0.96489,                0.98599,                0.71238,                 1.1032,                0.35373,                 1.1839,              0.0027928,              0.0027928,              0.0027928
                    366,                0.80587,                0.35975,                  1.012,                0.98924,                0.96529,                0.98581,                0.71306,                 1.1039,                 0.3545,                 1.1843,               0.002773,               0.002773,               0.002773
                    367,                0.80789,                0.35807,                 1.0152,                0.98924,                0.96472,                0.98601,                0.71264,                 1.1044,                0.35499,                 1.1845,              0.0027532,              0.0027532,              0.0027532
                    368,                0.80395,                0.35562,                 1.0102,                0.98928,                0.96469,                0.98601,                0.71255,                 1.1045,                0.35427,                  1.185,              0.0027334,              0.0027334,              0.0027334
                    369,                0.80297,                0.35933,                 1.0101,                0.99039,                0.96469,                0.98599,                 0.7122,                 1.1051,                0.35377,                 1.1854,              0.0027136,              0.0027136,              0.0027136
                    370,                 0.7986,                0.35402,                 1.0046,                0.99023,                0.96469,                0.98601,                0.71202,                 1.1053,                 0.3539,                 1.1855,              0.0026938,              0.0026938,              0.0026938
                    371,                0.80097,                0.35555,                 1.0127,                0.99036,                0.96469,                0.98597,                0.71208,                 1.1056,                0.35366,                 1.1858,               0.002674,               0.002674,               0.002674
                    372,                0.79952,                0.35612,                 1.0118,                 0.9899,                0.96469,                0.98603,                0.71226,                 1.1058,                0.35413,                 1.1862,              0.0026542,              0.0026542,              0.0026542
                    373,                0.79833,                0.35462,                 1.0084,                0.98874,                0.96374,                0.98556,                0.71201,                  1.106,                 0.3542,                 1.1864,              0.0026344,              0.0026344,              0.0026344
                    374,                0.80003,                0.35516,                 1.0084,                 0.9902,                 0.9644,                0.98584,                  0.712,                 1.1064,                 0.3544,                 1.1865,              0.0026146,              0.0026146,              0.0026146
                    375,                0.79016,                0.35223,                 1.0041,                0.99019,                0.96325,                0.98585,                0.71299,                 1.1069,                 0.3546,                  1.187,              0.0025948,              0.0025948,              0.0025948
                    376,                 0.7929,                0.35135,                 1.0073,                0.99019,                0.96293,                0.98588,                0.71132,                 1.1077,                0.35413,                 1.1875,               0.002575,               0.002575,               0.002575
                    377,                 0.7986,                0.35414,                 1.0107,                0.99073,                0.96279,                0.98578,                0.71086,                 1.1074,                0.35419,                 1.1877,              0.0025552,              0.0025552,              0.0025552
                    378,                0.79241,                0.35078,                 1.0045,                0.98921,                0.96196,                0.98543,                0.71066,                 1.1078,                0.35484,                 1.1882,              0.0025354,              0.0025354,              0.0025354
                    379,                0.79178,                0.35327,                 1.0082,                0.98921,                0.96183,                0.98536,                0.71128,                 1.1076,                0.35557,                 1.1882,              0.0025156,              0.0025156,              0.0025156
                    380,                0.79156,                0.35083,                 1.0045,                0.99038,                0.96183,                0.98552,                0.71069,                 1.1078,                0.35544,                 1.1889,              0.0024958,              0.0024958,              0.0024958
